0.095675,0.069326,-0.058229,-0.070169,-0.033722,0.243195,0.108616,0.035791,0.062201,-0.029188,0.050411,-0.044063,0.236477,-0.054333,0.017828,-0.117339,-0.036493,-0.053257,-0.037124,0.205038,0.025525,0.059554,0.031617,0.120428,-0.005467,0.006975,-0.085878,0.094025,0.011134,0.079733,-0.146114,0.009808,0.052160,0.041126,0.096290,-0.259160,0.146461,-0.102733,-0.002246,-0.151476,0.030433,-0.137217,-0.006772,0.018632,0.074045,0.062177,-0.057309,0.066981,0.098479,-0.023415,-0.188955,-0.088757,0.011391,-0.079935,-0.173012,-0.014424,0.164400,0.023488,0.118948,-0.001141,0.099809,0.094836,-0.019183,-0.171433
0.039098,-0.008727,0.155022,0.028677,-0.069378,-0.051366,-0.107543,0.027567,-0.061005,0.049209,0.092251,0.060500,0.018285,0.012316,0.006958,0.028015,-0.049606,0.001869,0.048340,0.050068,0.000608,0.093883,-0.040178,0.072131,0.077937,0.015907,0.015854,0.099084,0.025073,-0.101347,0.019332,-0.019848,0.095629,-0.011404,0.074461,0.122474,-0.091797,-0.067090,-0.006714,0.094153,-0.064480,0.066556,0.046373,-0.003612,0.087262,-0.067477,0.030179,0.009029,-0.032521,-0.093154,-0.030655,-0.156653,-0.068280,0.136218,-0.002972,-0.031137,-0.064383,-0.052921,-0.127596,-0.139240,-0.008966,0.053238,0.002050,-0.030741
-0.103359,0.066408,0.009514,0.211015,0.050067,0.031313,0.047909,-0.074320,0.090022,0.026193,-0.004119,0.038162,-0.103815,0.049649,-0.078070,0.044696,0.001535,0.169159,0.124864,0.004306,-0.014622,0.011417,0.026545,-0.088122,-0.055535,-0.031501,-0.019842,0.166390,0.022901,0.004952,0.028101,-0.023358,-0.156370,0.037629,0.030388,0.138262,-0.038338,0.096020,0.094703,0.082898,-0.032473,-0.006541,-0.063283,-0.051007,-0.092984,-0.063969,0.061396,-0.042052,-0.090530,0.017929,0.071312,0.101486,0.094984,-0.052759,0.070652,0.111254,-0.064518,-0.009092,-0.127873,0.071180,-0.024768,-0.076930,0.049188,-0.039433
-0.215422,-0.086280,0.102265,-0.071972,-0.205986,0.021819,-0.067520,-0.065763,0.070523,0.070618,0.132597,0.057176,0.299491,0.066157,0.151076,0.421617,0.114088,-0.110568,-0.290319,0.079414,-0.037922,0.101264,-0.069710,0.025973,-0.162426,-0.191897,0.011761,0.248619,0.078933,0.053267,0.178235,-0.021782,0.344393,-0.099540,-0.052727,0.095516,-0.036192,0.067147,-0.180513,-0.062678,-0.066313,-0.031757,0.052876,-0.016197,0.115224,0.028613,-0.019007,-0.074754,0.114589,0.005670,0.012972,-0.012143,-0.125497,-0.000879,0.202722,0.103313,0.065300,0.494694,-0.109791,-0.002270,0.005153,0.169688,0.014738,0.096969
0.001645,0.013539,-0.007405,-0.033882,0.046728,0.146535,-0.024707,-0.027989,0.242274,-0.044880,-0.027322,0.151719,-0.002558,-0.006986,0.094853,-0.260201,0.297984,0.168199,0.032396,-0.197231,0.005020,-0.126686,-0.077395,0.212927,-0.054341,0.108259,-0.020797,0.011303,0.024929,0.027589,-0.008013,0.394953,0.027729,-0.119553,-0.063849,0.057270,0.052235,-0.013254,0.083270,-0.179193,0.037120,-0.068917,-0.172395,-0.128993,0.198873,0.040707,0.166046,0.161191,-0.052886,0.117491,-0.046654,-0.201759,0.017446,0.255041,-0.111710,-0.016974,-0.163969,0.013287,-0.071240,0.060989,-0.008039,-0.023968,-0.273764,-0.007593
-0.030918,-0.020213,0.144657,-0.173434,0.036901,-0.030256,0.007786,0.172746,-0.026275,-0.377068,0.022244,-0.275857,0.062975,-0.004282,-0.045559,0.040380,0.101346,-0.035071,-0.127854,-0.278977,-0.008826,0.000509,0.132171,0.092644,0.077420,0.013033,0.090770,-0.127976,-0.064818,0.066248,-0.016363,0.028509,-0.246159,0.076034,0.023696,-0.202138,0.104747,0.039732,-0.000167,-0.132767,-0.071455,-0.027580,-0.149793,0.132420,-0.140319,0.022840,-0.101583,-0.137671,0.162709,0.158447,-0.221589,0.050013,0.009827,0.051493,-0.016904,-0.071360,0.195879,-0.000675,-0.005810,-0.056775,-0.024647,0.166813,0.016796,0.040283
-0.024656,-0.009513,-0.095499,-0.101362,0.041299,0.062565,0.058687,0.028830,0.021711,0.035543,-0.026838,-0.019086,0.017030,-0.036242,0.025786,-0.072674,-0.003607,-0.092143,-0.049468,-0.032969,0.011676,-0.007607,-0.016337,-0.029225,-0.007606,-0.000182,-0.031975,-0.014928,-0.008571,0.060967,-0.031695,-0.016849,0.098654,-0.002018,-0.033781,-0.064005,0.040141,-0.069375,-0.054640,-0.033168,0.041368,-0.043957,0.005984,-0.003926,-0.028442,0.081858,0.023249,0.074250,0.044227,0.006271,0.075596,-0.007869,-0.009397,-0.065141,-0.044743,-0.029646,0.033534,0.004092,0.154237,0.060755,0.029290,0.011143,0.025227,-0.043878
0.010670,-0.076601,-0.110910,-0.018234,0.090379,0.112263,0.091530,-0.036649,0.049641,-0.011516,0.096079,-0.126707,-0.128804,-0.009112,0.044197,-0.027913,0.048412,0.055801,0.070026,0.171382,-0.005449,-0.125230,0.006660,-0.116429,-0.024106,0.041106,-0.027677,-0.008259,-0.028125,0.189596,-0.077219,0.008909,0.128891,0.045980,-0.054934,-0.005088,-0.033497,0.081876,0.009865,-0.248546,0.060884,-0.137582,0.108739,0.036648,0.170348,0.086111,-0.037888,-0.055642,0.082700,-0.109878,0.054010,0.024226,-0.033442,-0.038421,-0.005791,0.007511,0.102543,0.056016,-0.008085,0.043281,0.117356,0.087646,0.111700,-0.188582
0.020625,-0.051377,0.022883,-0.008473,-0.025152,-0.043719,-0.104442,0.050521,-0.089920,0.041846,-0.005009,-0.062201,-0.095013,0.034247,0.102955,0.001509,-0.071046,-0.093762,-0.001282,-0.013879,-0.008608,0.046789,-0.047894,-0.030143,-0.014636,0.010891,0.043335,-0.053887,0.036175,-0.017050,0.078320,-0.045915,0.150069,0.009643,-0.016650,-0.001237,-0.021448,-0.044762,-0.093556,0.093382,0.016533,0.021448,0.092903,0.056881,0.021706,-0.048066,-0.098903,0.059933,-0.082279,-0.015647,0.097081,-0.079446,-0.092903,0.025596,0.009026,-0.028261,0.054801,-0.009770,0.003955,-0.166235,-0.000892,0.145737,0.020023,0.024866
-0.035436,-0.018640,-0.114923,-0.117620,0.069093,0.017374,0.049846,0.014991,-0.012283,0.024641,-0.063718,-0.103426,-0.020646,0.018721,-0.017622,0.040996,0.045711,0.137056,0.166722,0.057819,-0.010764,-0.143389,0.035926,-0.287043,-0.121928,-0.088645,-0.052617,-0.096324,0.032217,0.126584,0.114034,-0.035094,0.037125,-0.047974,-0.335420,-0.134668,0.015928,0.036766,-0.025683,0.027691,0.039050,-0.031992,0.050417,0.017843,-0.007720,-0.007385,0.154497,0.169428,-0.034236,-0.015268,0.153524,0.138257,0.155691,-0.005035,0.115262,0.016950,0.009532,0.083051,0.042914,-0.004309,-0.042895,0.014967,0.035534,0.094784
